age,Occupation,Marital_Status,Education_Level,default,Balance,Housing_Loan,Personal_Loan,contact,day,Month,duration,campaign,pdays,previous,Prev_Outcome,Subscribed,conversion_status,age_segment,duration_min
36,Admin ,Single,Secondary,No,0,Yes,No,Cellular,21,Nov,139,2,-1,0,Not Specified,no,0,26-40,2.32
44,Technician,Married,Secondary,No,2857,No,No,Cellular,5,Aug,318,2,-1,0,Not Specified,no,0,41-60,5.3
70,Retired,Married,Primary,No,3782,No,No,Cellular,16,Mar,618,1,-1,0,Not Specified,no,0,60+,10.3
48,Technician,Divorced,Tertiary,No,83,No,Yes,Cellular,19,Aug,243,6,-1,0,Not Specified,no,0,41-60,4.05
52,Management,Married,Tertiary,No,6,No,No,Telephone,19,Oct,57,1,-1,0,Not Specified,no,0,41-60,0.95
34,Admin ,Single,Secondary,No,88,Yes,No,Not Specified,27,May,169,2,-1,0,Not Specified,no,0,26-40,2.82
35,Technician,Married,Secondary,No,294,Yes,No,Cellular,15,Jun,238,6,98,5,Success,no,0,26-40,3.97
54,Entrepreneur,Married,Tertiary,No,84,No,No,Cellular,29,Jul,34,2,-1,0,Not Specified,no,0,41-60,0.57
47,Technician,Divorced,Secondary,No,84,No,No,Cellular,8,Aug,49,2,-1,0,Not Specified,no,0,41-60,0.82
38,Blue-Collar,Married,Secondary,No,602,Yes,No,Not Specified,30,May,161,12,-1,0,Not Specified,no,0,26-40,2.68
41,Management,Divorced,Secondary,No,0,No,No,Cellular,6,Aug,438,2,-1,0,Not Specified,no,0,41-60,7.3
28,Blue-Collar,Married,Secondary,No,-470,Yes,No,Cellular,7,May,275,2,-1,0,Not Specified,no,0,26-40,4.58
58,Services,Married,Secondary,No,-37,No,Yes,Telephone,6,Feb,150,2,205,6,Failure,no,0,41-60,2.5
59,Admin ,Married,Secondary,No,2145,No,No,Telephone,17,Nov,273,2,-1,0,Not Specified,no,0,41-60,4.55
32,Management,Married,Tertiary,No,937,No,No,Cellular,26,May,61,1,190,1,Failure,no,0,26-40,1.02
55,Blue-Collar,Married,Secondary,No,2059,Yes,No,Cellular,11,May,149,1,259,4,Failure,no,0,41-60,2.48
38,Blue-Collar,Married,Secondary,No,3598,No,No,Not Specified,6,Jun,154,1,-1,0,Not Specified,no,0,26-40,2.57
40,Blue-Collar,Married,Primary,No,1206,No,Yes,Telephone,16,Jul,201,5,-1,0,Not Specified,no,0,26-40,3.35
45,Entrepreneur,Divorced,Tertiary,No,1273,Yes,Yes,Cellular,20,Nov,206,2,162,3,Failure,no,0,41-60,3.43
42,Entrepreneur,Married,Secondary,No,46,No,No,Cellular,2,Feb,1013,1,-1,0,Not Specified,no,0,41-60,16.88
53,Self-Employed,Married,Secondary,No,534,Yes,No,Cellular,29,Jul,115,4,-1,0,Not Specified,no,0,41-60,1.92
32,Technician,Married,Secondary,No,-300,No,No,Cellular,28,Aug,226,9,-1,0,Not Specified,no,0,26-40,3.77
55,Housemaid,Married,Primary,No,4,No,No,Cellular,21,Nov,85,3,-1,0,Not Specified,no,0,41-60,1.42
54,Services,Married,Not Specified,No,386,No,Yes,Cellular,19,Nov,74,1,152,1,Success,no,0,41-60,1.23
46,Blue-Collar,Married,Secondary,No,-396,No,Yes,Cellular,4,Aug,115,1,-1,0,Not Specified,no,0,41-60,1.92
39,Management,Married,Tertiary,No,0,Yes,No,Cellular,11,May,112,1,-1,0,Not Specified,no,0,26-40,1.87
36,Management,Divorced,Tertiary,No,14930,No,No,Cellular,23,Jul,190,1,-1,0,Not Specified,no,0,26-40,3.17
44,Management,Married,Tertiary,No,-600,Yes,No,Cellular,18,Aug,360,1,-1,0,Not Specified,no,0,41-60,6.0
28,Student,Single,Tertiary,No,3733,Yes,No,Cellular,21,Aug,419,5,91,7,Success,no,0,26-40,6.98
36,Admin ,Married,Secondary,No,465,Yes,No,Not Specified,20,May,160,1,-1,0,Not Specified,no,0,26-40,2.67
43,Technician,Married,Secondary,No,994,Yes,Yes,Cellular,5,May,51,1,-1,0,Not Specified,no,0,41-60,0.85
25,Blue-Collar,Married,Secondary,No,758,Yes,No,Not Specified,28,May,504,3,-1,0,Not Specified,no,0,18-25,8.4
31,Management,Married,Tertiary,No,256,Yes,No,Cellular,7,Jul,28,24,-1,0,Not Specified,no,0,26-40,0.47
60,Retired,Married,Tertiary,No,3461,No,No,Cellular,3,Feb,128,2,-1,0,Not Specified,no,0,41-60,2.13
29,Technician,Divorced,Secondary,No,124,No,No,Not Specified,27,May,125,1,-1,0,Not Specified,no,0,26-40,2.08
46,Services,Divorced,Secondary,No,355,Yes,No,Cellular,8,May,122,2,338,8,Other,no,0,41-60,2.03
31,Management,Married,Tertiary,No,1514,No,No,Cellular,12,Aug,284,2,-1,0,Not Specified,no,0,26-40,4.73
31,Management,Married,Tertiary,No,40,No,No,Cellular,2,Feb,118,2,-1,0,Not Specified,no,0,26-40,1.97
45,Blue-Collar,Married,Not Specified,No,-320,Yes,No,Not Specified,28,May,204,3,-1,0,Not Specified,no,0,41-60,3.4
60,Retired,Married,Primary,No,566,No,Yes,Cellular,23,Jul,423,1,-1,0,Not Specified,no,0,41-60,7.05
50,Housemaid,Married,Secondary,No,388,No,No,Cellular,8,Jun,152,2,89,2,Success,no,0,41-60,2.53
34,Management,Married,Tertiary,No,577,Yes,No,Cellular,20,Apr,243,2,153,1,Failure,no,0,26-40,4.05
33,Admin ,Married,Secondary,No,17,Yes,No,Cellular,13,May,74,1,351,1,Failure,no,0,26-40,1.23
57,Housemaid,Married,Primary,No,260,Yes,No,Not Specified,16,May,38,3,-1,0,Not Specified,no,0,41-60,0.63
38,Self-Employed,Divorced,Secondary,No,0,Yes,No,Cellular,20,Apr,84,1,-1,0,Not Specified,no,0,26-40,1.4
42,Management,Married,Tertiary,No,1823,Yes,No,Not Specified,13,May,31,1,-1,0,Not Specified,no,0,41-60,0.52
54,Self-Employed,Married,Primary,No,1463,No,No,Not Specified,20,Jun,60,1,-1,0,Not Specified,no,0,41-60,1.0
46,Services,Divorced,Not Specified,No,3390,No,No,Not Specified,20,Jun,152,3,-1,0,Not Specified,no,0,41-60,2.53
59,Management,Married,Primary,No,2769,Yes,No,Cellular,19,Nov,104,1,131,2,Failure,no,0,41-60,1.73
38,Self-Employed,Married,Secondary,No,215,Yes,No,Cellular,20,Nov,70,1,167,1,Failure,no,0,26-40,1.17
49,Technician,Married,Secondary,No,12531,No,No,Cellular,13,Aug,77,8,-1,0,Not Specified,no,0,41-60,1.28
49,Technician,Married,Tertiary,No,80,No,No,Cellular,17,Jul,123,1,-1,0,Not Specified,no,0,41-60,2.05
30,Technician,Divorced,Tertiary,No,317,Yes,No,Cellular,25,Jul,67,5,-1,0,Not Specified,no,0,26-40,1.12
52,Self-Employed,Single,Primary,No,217,No,Yes,Cellular,15,Jul,193,6,-1,0,Not Specified,no,0,41-60,3.22
38,Admin ,Married,Secondary,No,4874,No,No,Not Specified,6,Jun,1291,3,-1,0,Not Specified,no,0,26-40,21.52
44,Admin ,Single,Secondary,No,275,Yes,No,Cellular,14,May,7,5,367,4,Failure,no,0,41-60,0.12
39,Management,Married,Primary,No,738,Yes,Yes,Cellular,18,Jul,215,3,-1,0,Not Specified,no,0,26-40,3.58
38,Admin ,Married,Secondary,No,1839,No,No,Not Specified,23,May,63,2,-1,0,Not Specified,no,0,26-40,1.05
36,Technician,Divorced,Secondary,No,556,Yes,No,Cellular,18,Nov,154,3,189,1,Failure,no,0,26-40,2.57
32,Services,Married,Secondary,No,207,Yes,No,Not Specified,23,May,360,1,-1,0,Not Specified,no,0,26-40,6.0
57,Admin ,Divorced,Secondary,No,-461,Yes,Yes,Not Specified,4,Jun,145,8,-1,0,Not Specified,no,0,41-60,2.42
45,Blue-Collar,Married,Primary,No,789,No,Yes,Cellular,29,Jan,79,1,-1,0,Not Specified,no,0,41-60,1.32
43,Management,Divorced,Tertiary,No,1133,Yes,No,Cellular,5,May,131,1,-1,0,Not Specified,no,0,41-60,2.18
42,Admin ,Single,Secondary,No,4253,Yes,No,Cellular,13,May,146,1,-1,0,Not Specified,no,0,41-60,2.43
58,Retired,Married,Secondary,No,255,No,No,Not Specified,28,May,362,3,-1,0,Not Specified,no,0,41-60,6.03
53,Unemployed,Married,Secondary,No,582,Yes,No,Not Specified,8,May,96,2,-1,0,Not Specified,no,0,41-60,1.6
30,Technician,Married,Secondary,No,743,No,No,Cellular,29,Jan,142,2,-1,0,Not Specified,no,0,26-40,2.37
40,Blue-Collar,Married,Primary,No,570,Yes,No,Not Specified,12,May,109,3,-1,0,Not Specified,no,0,26-40,1.82
35,Admin ,Married,Secondary,No,786,No,Yes,Cellular,25,Jul,322,1,-1,0,Not Specified,no,0,26-40,5.37
34,Services,Married,Secondary,No,295,Yes,Yes,Cellular,4,Jul,64,1,-1,0,Not Specified,no,0,26-40,1.07
35,Management,Married,Tertiary,No,2583,No,No,Cellular,19,Nov,210,1,-1,0,Not Specified,no,0,26-40,3.5
28,Blue-Collar,Single,Secondary,No,1285,No,No,Telephone,30,Jan,199,2,2,17,Other,no,0,26-40,3.32
39,Technician,Single,Secondary,No,287,Yes,No,Cellular,14,Jul,84,3,-1,0,Not Specified,no,0,26-40,1.4
51,Admin ,Married,Primary,No,658,Yes,No,Not Specified,14,May,369,1,-1,0,Not Specified,no,0,41-60,6.15
29,Blue-Collar,Married,Secondary,No,246,Yes,No,Cellular,28,Jul,194,5,-1,0,Not Specified,no,0,26-40,3.23
44,Entrepreneur,Married,Tertiary,No,3463,Yes,Yes,Cellular,28,Aug,210,3,-1,0,Not Specified,no,0,41-60,3.5
32,Blue-Collar,Divorced,Not Specified,No,291,Yes,Yes,Not Specified,27,Jun,120,6,-1,0,Not Specified,no,0,26-40,2.0
28,Admin ,Single,Secondary,No,19,No,No,Cellular,8,Jul,78,4,-1,0,Not Specified,no,0,26-40,1.3
53,Blue-Collar,Married,Secondary,No,5700,Yes,No,Not Specified,14,May,97,1,-1,0,Not Specified,no,0,41-60,1.62
81,Retired,Divorced,Not Specified,No,0,No,No,Telephone,16,Oct,128,1,-1,0,Not Specified,no,0,60+,2.13
33,Blue-Collar,Married,Secondary,No,-346,Yes,Yes,Not Specified,23,May,29,3,-1,0,Not Specified,no,0,26-40,0.48
37,Entrepreneur,Married,Tertiary,Yes,-456,Yes,Yes,Not Specified,20,Jun,42,7,-1,0,Not Specified,no,0,26-40,0.7
37,Technician,Married,Secondary,No,5953,No,No,Cellular,5,Aug,1113,1,-1,0,Not Specified,no,0,26-40,18.55
35,Technician,Single,Secondary,No,1693,Yes,No,Cellular,26,May,58,1,105,1,Success,no,0,26-40,0.97
30,Admin ,Married,Secondary,No,350,No,Yes,Cellular,9,Jul,171,5,-1,0,Not Specified,no,0,26-40,2.85
43,Blue-Collar,Married,Primary,No,-181,Yes,No,Cellular,17,Apr,351,1,337,3,Failure,no,0,41-60,5.85
45,Retired,Divorced,Secondary,No,1735,No,Yes,Not Specified,17,Jun,306,1,-1,0,Not Specified,no,0,41-60,5.1
34,Blue-Collar,Married,Secondary,No,157,Yes,No,Cellular,11,Jul,254,2,-1,0,Not Specified,no,0,26-40,4.23
40,Admin ,Married,Secondary,No,67,No,Yes,Cellular,19,Nov,359,2,152,5,Failure,no,0,26-40,5.98
60,Admin ,Married,Primary,No,-444,No,Yes,Cellular,16,Jul,227,1,-1,0,Not Specified,no,0,41-60,3.78
54,Self-Employed,Married,Primary,No,0,No,Yes,Telephone,9,Jul,130,2,-1,0,Not Specified,no,0,41-60,2.17
39,Blue-Collar,Married,Secondary,No,171,Yes,Yes,Cellular,8,May,153,1,353,1,Failure,no,0,26-40,2.55
44,Admin ,Married,Secondary,No,262,Yes,No,Cellular,9,Jul,74,1,-1,0,Not Specified,no,0,41-60,1.23
32,Technician,Married,Tertiary,No,0,Yes,No,Cellular,19,Nov,231,4,-1,0,Not Specified,no,0,26-40,3.85
34,Blue-Collar,Married,Secondary,No,965,Yes,No,Cellular,20,Apr,372,2,332,2,Other,no,0,26-40,6.2
44,Management,Married,Tertiary,No,0,No,No,Not Specified,13,May,27,1,-1,0,Not Specified,no,0,41-60,0.45
30,Management,Single,Tertiary,No,6392,Yes,No,Cellular,5,May,335,1,-1,0,Not Specified,no,0,26-40,5.58
47,Not Specified,Married,Not Specified,No,194,No,No,Cellular,4,Aug,108,1,-1,0,Not Specified,no,0,41-60,1.8
74,Retired,Divorced,Primary,No,2308,No,No,Telephone,16,Sep,251,2,535,2,Success,no,0,60+,4.18
27,Admin ,Married,Secondary,No,941,Yes,No,Cellular,11,Jul,124,1,-1,0,Not Specified,no,0,26-40,2.07
34,Housemaid,Divorced,Primary,No,46,Yes,No,Telephone,11,Jul,31,2,-1,0,Not Specified,no,0,26-40,0.52
52,Housemaid,Divorced,Secondary,No,131,Yes,Yes,Cellular,11,May,87,1,-1,0,Not Specified,no,0,41-60,1.45
32,Services,Married,Secondary,No,1844,Yes,Yes,Cellular,3,Feb,158,4,201,6,Failure,no,0,26-40,2.63
42,Admin ,Married,Secondary,No,281,Yes,No,Not Specified,15,May,118,1,-1,0,Not Specified,no,0,41-60,1.97
31,Technician,Single,Secondary,No,109,Yes,No,Not Specified,21,May,419,1,-1,0,Not Specified,no,0,26-40,6.98
31,Technician,Divorced,Secondary,No,268,No,No,Not Specified,16,May,118,2,-1,0,Not Specified,no,0,26-40,1.97
31,Admin ,Married,Secondary,No,298,Yes,Yes,Not Specified,26,May,518,1,-1,0,Not Specified,no,0,26-40,8.63
57,Entrepreneur,Married,Secondary,Yes,-525,No,Yes,Cellular,25,Jul,337,1,-1,0,Not Specified,no,0,41-60,5.62
40,Management,Married,Primary,No,738,Yes,Yes,Cellular,2,Apr,399,2,258,3,Failure,no,0,26-40,6.65
23,Blue-Collar,Married,Secondary,No,94,Yes,No,Not Specified,5,May,193,1,-1,0,Not Specified,no,0,18-25,3.22
43,Management,Divorced,Not Specified,No,7702,No,No,Cellular,1,Sep,108,7,102,3,Success,no,0,41-60,1.8
45,Admin ,Divorced,Not Specified,No,857,No,No,Telephone,8,Jul,49,7,-1,0,Not Specified,no,0,41-60,0.82
58,Technician,Divorced,Secondary,No,-354,Yes,Yes,Cellular,7,Jul,98,1,-1,0,Not Specified,no,0,41-60,1.63
38,Blue-Collar,Married,Not Specified,No,0,Yes,No,Cellular,2,Apr,477,2,267,1,Failure,no,0,26-40,7.95
48,Admin ,Married,Secondary,No,112,No,No,Cellular,18,Aug,139,5,-1,0,Not Specified,no,0,41-60,2.32
47,Technician,Divorced,Secondary,No,5735,No,No,Not Specified,19,Jun,282,4,-1,0,Not Specified,no,0,41-60,4.7
49,Technician,Divorced,Tertiary,No,1807,Yes,No,Cellular,2,Jun,225,1,82,1,Success,no,0,41-60,3.75
28,Blue-Collar,Single,Primary,No,-30,Yes,No,Cellular,31,Jul,108,5,-1,0,Not Specified,no,0,26-40,1.8
31,Student,Single,Secondary,No,216,No,No,Cellular,3,Jun,138,1,-1,0,Not Specified,no,0,26-40,2.3
38,Technician,Married,Tertiary,No,127,Yes,No,Cellular,14,Oct,113,1,50,2,Success,no,0,26-40,1.88
43,Blue-Collar,Married,Secondary,No,1096,No,Yes,Not Specified,30,May,180,1,-1,0,Not Specified,no,0,41-60,3.0
52,Management,Married,Secondary,No,5193,No,No,Cellular,23,Apr,477,2,-1,0,Not Specified,no,0,41-60,7.95
43,Admin ,Single,Secondary,No,6,No,No,Not Specified,16,May,244,1,-1,0,Not Specified,no,0,41-60,4.07
29,Blue-Collar,Married,Secondary,No,339,Yes,No,Cellular,15,May,63,3,354,2,Failure,no,0,26-40,1.05
45,Services,Married,Secondary,No,0,No,No,Cellular,11,Jul,106,2,-1,0,Not Specified,no,0,41-60,1.77
59,Blue-Collar,Married,Primary,No,625,No,No,Cellular,9,Jul,133,1,-1,0,Not Specified,no,0,41-60,2.22
48,Blue-Collar,Married,Secondary,No,3776,No,No,Telephone,4,May,254,4,-1,0,Not Specified,no,0,41-60,4.23
30,Management,Married,Tertiary,No,1239,No,No,Cellular,28,Aug,125,5,-1,0,Not Specified,no,0,26-40,2.08
23,Housemaid,Single,Primary,No,93,Yes,No,Cellular,18,May,70,3,-1,0,Not Specified,no,0,18-25,1.17
38,Technician,Divorced,Tertiary,No,304,Yes,No,Cellular,20,Apr,8,2,-1,0,Not Specified,no,0,26-40,0.13
52,Blue-Collar,Married,Primary,No,1409,Yes,No,Not Specified,19,Jun,224,1,-1,0,Not Specified,no,0,41-60,3.73
44,Services,Married,Secondary,No,191,Yes,Yes,Cellular,7,May,490,1,-1,0,Not Specified,no,0,41-60,8.17
34,Blue-Collar,Single,Secondary,No,79,No,Yes,Cellular,20,Nov,104,1,-1,0,Not Specified,no,0,26-40,1.73
32,Blue-Collar,Married,Secondary,No,2263,No,No,Cellular,7,May,113,2,-1,0,Not Specified,no,0,26-40,1.88
41,Technician,Married,Secondary,No,10438,Yes,No,Telephone,15,Jul,141,4,-1,0,Not Specified,no,0,41-60,2.35
31,Admin ,Single,Secondary,No,81,Yes,No,Cellular,23,Apr,215,2,165,11,Other,no,0,26-40,3.58
40,Management,Married,Tertiary,No,964,Yes,No,Telephone,13,May,95,3,-1,0,Not Specified,no,0,26-40,1.58
52,Blue-Collar,Divorced,Primary,No,0,No,No,Cellular,20,Nov,19,1,-1,0,Not Specified,no,0,41-60,0.32
32,Services,Married,Secondary,No,3839,Yes,No,Cellular,18,Nov,100,2,189,1,Failure,no,0,26-40,1.67
26,Admin ,Single,Secondary,No,586,Yes,Yes,Not Specified,12,May,215,1,-1,0,Not Specified,no,0,26-40,3.58
29,Management,Single,Tertiary,No,600,Yes,No,Cellular,18,Oct,170,5,-1,0,Not Specified,no,0,26-40,2.83
31,Management,Married,Tertiary,No,1343,Yes,Yes,Not Specified,21,May,85,1,-1,0,Not Specified,no,0,26-40,1.42
48,Blue-Collar,Married,Not Specified,No,113,No,No,Cellular,11,Aug,104,13,-1,0,Not Specified,no,0,41-60,1.73
27,Blue-Collar,Single,Secondary,No,240,Yes,No,Cellular,18,May,166,4,-1,0,Not Specified,no,0,26-40,2.77
30,Blue-Collar,Married,Secondary,No,194,Yes,No,Cellular,8,May,475,3,-1,0,Not Specified,no,0,26-40,7.92
28,Blue-Collar,Married,Primary,No,278,Yes,Yes,Telephone,15,May,31,9,373,4,Other,no,0,26-40,0.52
35,Blue-Collar,Married,Secondary,No,260,Yes,No,Telephone,13,May,155,6,-1,0,Not Specified,no,0,26-40,2.58
47,Technician,Divorced,Secondary,No,1013,No,No,Cellular,15,Jun,54,3,-1,0,Not Specified,no,0,41-60,0.9
35,Blue-Collar,Married,Primary,No,0,Yes,No,Cellular,8,May,265,1,290,2,Failure,no,0,26-40,4.42
31,Technician,Married,Secondary,No,2363,Yes,No,Not Specified,13,May,247,1,-1,0,Not Specified,no,0,26-40,4.12
53,Blue-Collar,Married,Secondary,No,913,Yes,No,Cellular,23,Jul,730,1,-1,0,Not Specified,no,0,41-60,12.17
26,Technician,Single,Tertiary,No,686,Yes,No,Not Specified,30,May,98,2,-1,0,Not Specified,no,0,26-40,1.63
35,Technician,Married,Secondary,No,149,Yes,No,Cellular,29,Jan,99,1,245,2,Failure,no,0,26-40,1.65
29,Admin ,Married,Secondary,No,500,Yes,No,Cellular,8,May,8,8,-1,0,Not Specified,no,0,26-40,0.13
39,Technician,Married,Tertiary,No,11766,Yes,No,Cellular,14,Aug,313,4,102,5,Failure,no,0,26-40,5.22
31,Technician,Single,Secondary,No,137,No,No,Cellular,27,Aug,27,14,-1,0,Not Specified,no,0,26-40,0.45
48,Management,Single,Tertiary,No,0,No,No,Not Specified,18,Jun,96,3,-1,0,Not Specified,no,0,41-60,1.6
36,Management,Single,Tertiary,No,335,No,No,Not Specified,10,Oct,5,1,772,4,Failure,no,0,26-40,0.08
27,Admin ,Married,Secondary,No,16,Yes,No,Cellular,3,Feb,54,3,-1,0,Not Specified,no,0,26-40,0.9
49,Admin ,Married,Secondary,No,0,No,No,Cellular,22,Aug,115,2,-1,0,Not Specified,no,0,41-60,1.92
34,Technician,Single,Tertiary,No,9851,Yes,No,Cellular,20,Nov,128,5,-1,0,Not Specified,no,0,26-40,2.13
28,Services,Single,Secondary,No,525,No,No,Cellular,23,Jul,81,1,-1,0,Not Specified,no,0,26-40,1.35
49,Technician,Married,Secondary,No,788,No,No,Not Specified,17,Jun,162,7,-1,0,Not Specified,no,0,41-60,2.7
35,Blue-Collar,Married,Tertiary,No,1016,Yes,No,Cellular,17,Jul,294,2,-1,0,Not Specified,no,0,26-40,4.9
53,Housemaid,Divorced,Secondary,No,292,No,No,Not Specified,12,Jun,92,2,-1,0,Not Specified,no,0,41-60,1.53
58,Retired,Single,Primary,No,999,No,No,Cellular,25,Jul,188,6,-1,0,Not Specified,no,0,41-60,3.13
37,Blue-Collar,Married,Secondary,No,2870,Yes,No,Not Specified,6,Jun,94,2,-1,0,Not Specified,no,0,26-40,1.57
27,Admin ,Single,Tertiary,No,689,No,No,Cellular,26,Jan,98,1,307,1,Failure,no,0,26-40,1.63
30,Services,Single,Secondary,No,-100,Yes,Yes,Cellular,15,May,292,1,-1,0,Not Specified,no,0,26-40,4.87
35,Blue-Collar,Married,Not Specified,No,1084,Yes,No,Cellular,10,Jul,1019,1,-1,0,Not Specified,no,0,26-40,16.98
32,Management,Single,Tertiary,No,154,No,Yes,Cellular,21,Aug,301,3,-1,0,Not Specified,no,0,26-40,5.02
53,Blue-Collar,Married,Secondary,No,1653,No,No,Not Specified,17,Jun,88,2,-1,0,Not Specified,no,0,41-60,1.47
34,Admin ,Married,Secondary,No,2378,Yes,Yes,Telephone,10,Jul,92,1,-1,0,Not Specified,no,0,26-40,1.53
38,Management,Single,Tertiary,No,1515,Yes,No,Telephone,31,Jul,42,5,-1,0,Not Specified,no,0,26-40,0.7
34,Admin ,Married,Tertiary,No,1636,Yes,Yes,Cellular,6,Sep,136,1,521,2,Failure,no,0,26-40,2.27
40,Self-Employed,Married,Secondary,No,1516,Yes,Yes,Not Specified,23,May,373,1,-1,0,Not Specified,no,0,26-40,6.22
48,Services,Married,Secondary,No,127,No,No,Cellular,8,Jul,117,1,-1,0,Not Specified,no,0,41-60,1.95
30,Management,Single,Tertiary,No,2876,No,No,Cellular,6,Aug,103,4,-1,0,Not Specified,no,0,26-40,1.72
31,Management,Married,Tertiary,No,1384,Yes,No,Cellular,30,Jan,203,2,2,3,Other,no,0,26-40,3.38
37,Technician,Single,Secondary,No,228,Yes,No,Cellular,20,Aug,1740,2,-1,0,Not Specified,no,0,26-40,29.0
32,Technician,Single,Tertiary,No,2481,No,No,Cellular,18,Aug,547,11,-1,0,Not Specified,no,0,26-40,9.12
40,Blue-Collar,Married,Secondary,No,475,Yes,No,Not Specified,5,May,332,2,-1,0,Not Specified,no,0,26-40,5.53
41,Management,Divorced,Tertiary,No,1401,No,No,Not Specified,16,Jun,110,4,-1,0,Not Specified,no,0,41-60,1.83
52,Technician,Married,Not Specified,No,425,Yes,No,Cellular,28,Jan,219,2,254,3,Failure,no,0,41-60,3.65
29,Blue-Collar,Single,Secondary,No,244,Yes,No,Cellular,15,May,19,2,-1,0,Not Specified,no,0,26-40,0.32
49,Management,Married,Tertiary,Yes,-6847,No,Yes,Cellular,21,Jul,206,1,-1,0,Not Specified,no,0,41-60,3.43
43,Management,Married,Tertiary,Yes,0,No,No,Cellular,27,Aug,25,19,-1,0,Not Specified,no,0,41-60,0.42
42,Management,Married,Tertiary,No,386,Yes,No,Not Specified,7,May,168,1,-1,0,Not Specified,no,0,41-60,2.8
37,Management,Married,Tertiary,No,332,Yes,No,Cellular,14,Aug,190,2,84,7,Failure,no,0,26-40,3.17
57,Services,Divorced,Primary,No,1367,No,No,Not Specified,9,Jun,144,3,-1,0,Not Specified,no,0,41-60,2.4
25,Admin ,Single,Secondary,No,120,Yes,No,Not Specified,3,Jun,542,1,-1,0,Not Specified,no,0,18-25,9.03
30,Technician,Single,Secondary,No,19,Yes,No,Cellular,18,Aug,16,15,-1,0,Not Specified,no,0,26-40,0.27
31,Admin ,Married,Secondary,No,3,Yes,No,Cellular,28,Jul,37,12,-1,0,Not Specified,no,0,26-40,0.62
49,Blue-Collar,Married,Primary,Yes,-98,Yes,No,Cellular,20,Nov,182,2,-1,0,Not Specified,no,0,41-60,3.03
47,Blue-Collar,Married,Secondary,No,303,No,No,Not Specified,11,Jun,261,1,-1,0,Not Specified,no,0,41-60,4.35
57,Services,Divorced,Secondary,No,-752,Yes,No,Not Specified,28,May,102,1,-1,0,Not Specified,no,0,41-60,1.7
26,Student,Single,Tertiary,No,97,No,No,Cellular,27,Aug,382,1,-1,0,Not Specified,no,0,26-40,6.37
40,Retired,Married,Tertiary,No,794,No,No,Not Specified,9,May,138,1,-1,0,Not Specified,no,0,26-40,2.3
34,Admin ,Single,Secondary,No,1880,Yes,No,Not Specified,23,May,297,1,-1,0,Not Specified,no,0,26-40,4.95
41,Blue-Collar,Married,Not Specified,No,732,Yes,No,Not Specified,16,May,25,1,-1,0,Not Specified,no,0,41-60,0.42
53,Management,Married,Tertiary,No,5261,No,Yes,Cellular,25,Jul,1209,3,-1,0,Not Specified,no,0,41-60,20.15
26,Admin ,Single,Secondary,No,712,Yes,No,Not Specified,6,May,232,1,-1,0,Not Specified,no,0,26-40,3.87
28,Student,Single,Secondary,No,28,No,No,Cellular,29,Jan,220,2,-1,0,Not Specified,no,0,26-40,3.67
54,Retired,Married,Primary,No,0,Yes,No,Cellular,11,Jul,159,2,-1,0,Not Specified,no,0,41-60,2.65
42,Technician,Married,Secondary,No,827,No,No,Cellular,25,Aug,153,3,-1,0,Not Specified,no,0,41-60,2.55
29,Student,Single,Secondary,No,110,Yes,No,Not Specified,7,May,169,3,-1,0,Not Specified,no,0,26-40,2.82
49,Unemployed,Married,Tertiary,No,377,No,No,Cellular,22,May,158,1,59,2,Failure,no,0,41-60,2.63
32,Services,Married,Secondary,No,-344,No,Yes,Cellular,4,Feb,44,1,-1,0,Not Specified,no,0,26-40,0.73
29,Admin ,Single,Tertiary,No,261,No,No,Cellular,17,Mar,136,19,-1,0,Not Specified,no,0,26-40,2.27
60,Blue-Collar,Married,Not Specified,No,104,Yes,No,Not Specified,5,May,22,1,-1,0,Not Specified,no,0,41-60,0.37
51,Retired,Married,Primary,No,610,No,No,Not Specified,9,Jun,86,2,-1,0,Not Specified,no,0,41-60,1.43
40,Housemaid,Divorced,Secondary,No,4328,No,No,Cellular,20,Aug,133,2,-1,0,Not Specified,no,0,26-40,2.22
44,Blue-Collar,Married,Tertiary,No,1371,No,No,Cellular,13,May,788,3,363,4,Other,no,0,41-60,13.13
47,Blue-Collar,Married,Primary,No,193,Yes,No,Cellular,29,Aug,171,2,-1,0,Not Specified,no,0,41-60,2.85
32,Blue-Collar,Single,Not Specified,No,258,Yes,No,Cellular,18,May,291,2,-1,0,Not Specified,no,0,26-40,4.85
43,Blue-Collar,Married,Primary,No,56,No,No,Cellular,12,May,365,2,-1,0,Not Specified,no,0,41-60,6.08
59,Retired,Married,Secondary,No,136,No,No,Cellular,6,Aug,301,4,-1,0,Not Specified,no,0,41-60,5.02
24,Blue-Collar,Married,Secondary,No,1222,Yes,No,Cellular,20,Apr,369,1,-1,0,Not Specified,no,0,18-25,6.15
26,Admin ,Single,Tertiary,No,3672,Yes,No,Not Specified,29,May,360,5,-1,0,Not Specified,no,0,26-40,6.0
37,Blue-Collar,Single,Not Specified,No,2188,No,No,Not Specified,16,May,193,8,-1,0,Not Specified,no,0,26-40,3.22
27,Management,Single,Secondary,No,924,Yes,No,Cellular,3,Feb,84,1,-1,0,Not Specified,no,0,26-40,1.4
32,Technician,Married,Secondary,No,11431,No,No,Cellular,12,Aug,141,5,-1,0,Not Specified,no,0,26-40,2.35
